n = 1 | d = 1 | goodJ.size() = 0 | err = 0.0
n = 171 | d = 131 | goodJ.size() = 4 | err = 0.47368421052631576
n = 171 | d = 141 | goodJ.size() = 3 | err = 0.39766081871345027
n = 171 | d = 151 | goodJ.size() = 4 | err = 0.5204678362573099
n = 171 | d = 161 | goodJ.size() = 3 | err = 0.5204678362573099
n = 171 | d = 171 | goodJ.size() = 4 | err = 0.5087719298245614
n = 171 | d = 181 | goodJ.size() = 2 | err = 0.45614035087719296
n = 171 | d = 191 | goodJ.size() = 6 | err = 0.47368421052631576
n = 171 | d = 201 | goodJ.size() = 8 | err = 0.5321637426900585
n = 171 | d = 211 | goodJ.size() = 5 | err = 0.5263157894736842
n = 171 | d = 221 | goodJ.size() = 3 | err = 0.5438596491228069
n = 171 | d = 231 | goodJ.size() = 7 | err = 0.5146198830409356
n = 171 | d = 241 | goodJ.size() = 3 | err = 0.5380116959064327
n = 171 | d = 251 | goodJ.size() = 4 | err = 0.4678362573099415
n = 171 | d = 261 | goodJ.size() = 13 | err = 0.5789473684210527
n = 171 | d = 271 | goodJ.size() = 5 | err = 0.5438596491228069
n = 171 | d = 281 | goodJ.size() = 10 | err = 0.47368421052631576
n = 171 | d = 291 | goodJ.size() = 8 | err = 0.5204678362573099
n = 171 | d = 301 | goodJ.size() = 7 | err = 0.49707602339181284
n = 171 | d = 311 | goodJ.size() = 10 | err = 0.4619883040935672
n = 171 | d = 321 | goodJ.size() = 3 | err = 0.5321637426900585
n = 171 | d = 331 | goodJ.size() = 4 | err = 0.5029239766081871
n = 171 | d = 341 | goodJ.size() = 12 | err = 0.5087719298245614
n = 171 | d = 351 | goodJ.size() = 8 | err = 0.4444444444444444
n = 171 | d = 361 | goodJ.size() = 5 | err = 0.4853801169590643
n = 171 | d = 371 | goodJ.size() = 9 | err = 0.45614035087719296
n = 171 | d = 381 | goodJ.size() = 11 | err = 0.5087719298245614
n = 171 | d = 391 | goodJ.size() = 11 | err = 0.5614035087719298
n = 171 | d = 401 | goodJ.size() = 11 | err = 0.47953216374269003
n = 171 | d = 411 | goodJ.size() = 12 | err = 0.5204678362573099
n = 171 | d = 421 | goodJ.size() = 12 | err = 0.4678362573099415
n = 171 | d = 431 | goodJ.size() = 10 | err = 0.40350877192982454
n = 171 | d = 441 | goodJ.size() = 14 | err = 0.5497076023391813
n = 171 | d = 451 | goodJ.size() = 9 | err = 0.5321637426900585
n = 171 | d = 461 | goodJ.size() = 9 | err = 0.6432748538011696
n = 171 | d = 471 | goodJ.size() = 5 | err = 0.3684210526315789
n = 171 | d = 481 | goodJ.size() = 7 | err = 0.4502923976608187
n = 171 | d = 491 | goodJ.size() = 8 | err = 0.49707602339181284
n = 171 | d = 501 | goodJ.size() = 19 | err = 0.5263157894736842
n = 171 | d = 511 | goodJ.size() = 11 | err = 0.47953216374269003
n = 171 | d = 521 | goodJ.size() = 7 | err = 0.4678362573099415
n = 171 | d = 531 | goodJ.size() = 10 | err = 0.5087719298245614
n = 171 | d = 541 | goodJ.size() = 18 | err = 0.4502923976608187
n = 171 | d = 551 | goodJ.size() = 21 | err = 0.47368421052631576
n = 171 | d = 561 | goodJ.size() = 20 | err = 0.5146198830409356
n = 171 | d = 571 | goodJ.size() = 20 | err = 0.5146198830409356
n = 171 | d = 581 | goodJ.size() = 22 | err = 0.45614035087719296
n = 171 | d = 591 | goodJ.size() = 15 | err = 0.4678362573099415
n = 171 | d = 601 | goodJ.size() = 13 | err = 0.5380116959064327
n = 171 | d = 611 | goodJ.size() = 14 | err = 0.5087719298245614
n = 171 | d = 621 | goodJ.size() = 17 | err = 0.49122807017543857
n = 171 | d = 631 | goodJ.size() = 22 | err = 0.391812865497076
n = 171 | d = 641 | goodJ.size() = 10 | err = 0.5204678362573099
n = 171 | d = 651 | goodJ.size() = 12 | err = 0.5263157894736842
n = 171 | d = 661 | goodJ.size() = 16 | err = 0.4853801169590643
n = 171 | d = 671 | goodJ.size() = 18 | err = 0.4502923976608187
n = 171 | d = 681 | goodJ.size() = 8 | err = 0.5146198830409356
n = 171 | d = 691 | goodJ.size() = 21 | err = 0.5146198830409356
n = 171 | d = 701 | goodJ.size() = 27 | err = 0.5789473684210527
n = 171 | d = 711 | goodJ.size() = 27 | err = 0.5087719298245614
n = 171 | d = 721 | goodJ.size() = 25 | err = 0.4619883040935672
n = 171 | d = 731 | goodJ.size() = 20 | err = 0.5029239766081871
n = 171 | d = 741 | goodJ.size() = 14 | err = 0.5263157894736842
n = 171 | d = 751 | goodJ.size() = 19 | err = 0.5146198830409356
n = 171 | d = 761 | goodJ.size() = 20 | err = 0.4619883040935672
n = 171 | d = 771 | goodJ.size() = 7 | err = 0.5380116959064327
n = 171 | d = 781 | goodJ.size() = 15 | err = 0.5263157894736842
n = 171 | d = 791 | goodJ.size() = 23 | err = 0.49707602339181284
n = 171 | d = 801 | goodJ.size() = 18 | err = 0.5380116959064327
n = 171 | d = 811 | goodJ.size() = 14 | err = 0.4269005847953216
n = 171 | d = 821 | goodJ.size() = 19 | err = 0.4502923976608187
n = 171 | d = 831 | goodJ.size() = 14 | err = 0.5321637426900585
n = 171 | d = 841 | goodJ.size() = 25 | err = 0.45614035087719296
n = 171 | d = 851 | goodJ.size() = 16 | err = 0.5029239766081871
n = 171 | d = 861 | goodJ.size() = 15 | err = 0.47368421052631576
n = 171 | d = 871 | goodJ.size() = 22 | err = 0.5263157894736842
n = 171 | d = 881 | goodJ.size() = 18 | err = 0.45614035087719296
n = 171 | d = 891 | goodJ.size() = 18 | err = 0.4502923976608187
n = 171 | d = 901 | goodJ.size() = 22 | err = 0.5380116959064327
n = 171 | d = 911 | goodJ.size() = 17 | err = 0.567251461988304
n = 171 | d = 921 | goodJ.size() = 26 | err = 0.47953216374269003
n = 171 | d = 931 | goodJ.size() = 28 | err = 0.49707602339181284
n = 171 | d = 941 | goodJ.size() = 20 | err = 0.5087719298245614
n = 171 | d = 951 | goodJ.size() = 18 | err = 0.5497076023391813
n = 171 | d = 961 | goodJ.size() = 21 | err = 0.5497076023391813
n = 171 | d = 971 | goodJ.size() = 18 | err = 0.4853801169590643
n = 171 | d = 981 | goodJ.size() = 18 | err = 0.5730994152046783
n = 171 | d = 991 | goodJ.size() = 25 | err = 0.5438596491228069
n = 181 | d = 1 | goodJ.size() = 0 | err = 0.6022099447513812
n = 181 | d = 11 | goodJ.size() = 0 | err = 0.46408839779005523
n = 181 | d = 21 | goodJ.size() = 0 | err = 0.4475138121546961
n = 181 | d = 31 | goodJ.size() = 0 | err = 0.5469613259668508
n = 181 | d = 41 | goodJ.size() = 1 | err = 0.5303867403314917
n = 181 | d = 51 | goodJ.size() = 3 | err = 0.5082872928176796
n = 181 | d = 61 | goodJ.size() = 2 | err = 0.5027624309392265
n = 181 | d = 71 | goodJ.size() = 1 | err = 0.5193370165745856
n = 181 | d = 81 | goodJ.size() = 0 | err = 0.6132596685082873
n = 181 | d = 91 | goodJ.size() = 5 | err = 0.5248618784530387
n = 181 | d = 101 | goodJ.size() = 3 | err = 0.56353591160221
n = 181 | d = 111 | goodJ.size() = 2 | err = 0.47513812154696133
n = 181 | d = 121 | goodJ.size() = 5 | err = 0.46961325966850825
n = 181 | d = 131 | goodJ.size() = 3 | err = 0.430939226519337
n = 181 | d = 141 | goodJ.size() = 3 | err = 0.5193370165745856
n = 181 | d = 151 | goodJ.size() = 2 | err = 0.5193370165745856
n = 181 | d = 161 | goodJ.size() = 6 | err = 0.5469613259668508
n = 181 | d = 171 | goodJ.size() = 5 | err = 0.5524861878453038
n = 181 | d = 181 | goodJ.size() = 5 | err = 0.47513812154696133
n = 181 | d = 191 | goodJ.size() = 6 | err = 0.5524861878453038
n = 181 | d = 201 | goodJ.size() = 6 | err = 0.4861878453038674
n = 181 | d = 211 | goodJ.size() = 2 | err = 0.47513812154696133
n = 181 | d = 221 | goodJ.size() = 6 | err = 0.4861878453038674
n = 181 | d = 231 | goodJ.size() = 6 | err = 0.5248618784530387
n = 181 | d = 241 | goodJ.size() = 5 | err = 0.5138121546961326
n = 181 | d = 251 | goodJ.size() = 11 | err = 0.49723756906077343
n = 181 | d = 261 | goodJ.size() = 6 | err = 0.5359116022099447
n = 181 | d = 271 | goodJ.size() = 13 | err = 0.4475138121546961
n = 181 | d = 281 | goodJ.size() = 9 | err = 0.5414364640883977
n = 181 | d = 291 | goodJ.size() = 9 | err = 0.4861878453038674
n = 181 | d = 301 | goodJ.size() = 3 | err = 0.46961325966850825
n = 181 | d = 311 | goodJ.size() = 6 | err = 0.569060773480663
n = 181 | d = 321 | goodJ.size() = 6 | err = 0.5027624309392265
n = 181 | d = 331 | goodJ.size() = 12 | err = 0.48066298342541436
n = 181 | d = 341 | goodJ.size() = 3 | err = 0.49723756906077343
n = 181 | d = 351 | goodJ.size() = 8 | err = 0.5248618784530387
n = 181 | d = 361 | goodJ.size() = 7 | err = 0.4585635359116022
n = 181 | d = 371 | goodJ.size() = 4 | err = 0.4585635359116022
n = 181 | d = 381 | goodJ.size() = 10 | err = 0.5469613259668508
n = 181 | d = 391 | goodJ.size() = 13 | err = 0.48066298342541436
n = 181 | d = 401 | goodJ.size() = 12 | err = 0.5138121546961326
n = 181 | d = 411 | goodJ.size() = 9 | err = 0.5303867403314917
n = 181 | d = 421 | goodJ.size() = 14 | err = 0.46408839779005523
n = 181 | d = 431 | goodJ.size() = 12 | err = 0.48066298342541436
n = 181 | d = 441 | goodJ.size() = 19 | err = 0.4530386740331491
n = 181 | d = 451 | goodJ.size() = 4 | err = 0.4861878453038674
n = 181 | d = 461 | goodJ.size() = 11 | err = 0.5414364640883977
n = 181 | d = 471 | goodJ.size() = 11 | err = 0.569060773480663
n = 181 | d = 481 | goodJ.size() = 14 | err = 0.46408839779005523
n = 181 | d = 491 | goodJ.size() = 18 | err = 0.4088397790055248
n = 181 | d = 501 | goodJ.size() = 19 | err = 0.46408839779005523
n = 181 | d = 511 | goodJ.size() = 16 | err = 0.49723756906077343
n = 181 | d = 521 | goodJ.size() = 11 | err = 0.46408839779005523
n = 181 | d = 531 | goodJ.size() = 16 | err = 0.39226519337016574
n = 181 | d = 541 | goodJ.size() = 16 | err = 0.4143646408839779
n = 181 | d = 551 | goodJ.size() = 11 | err = 0.48066298342541436
n = 181 | d = 561 | goodJ.size() = 14 | err = 0.46961325966850825
n = 181 | d = 571 | goodJ.size() = 11 | err = 0.49723756906077343
n = 181 | d = 581 | goodJ.size() = 13 | err = 0.5138121546961326
n = 181 | d = 591 | goodJ.size() = 20 | err = 0.47513812154696133
n = 181 | d = 601 | goodJ.size() = 14 | err = 0.5414364640883977
n = 181 | d = 611 | goodJ.size() = 29 | err = 0.574585635359116
n = 181 | d = 621 | goodJ.size() = 18 | err = 0.5248618784530387
n = 181 | d = 631 | goodJ.size() = 10 | err = 0.5414364640883977
n = 181 | d = 641 | goodJ.size() = 19 | err = 0.4530386740331491
n = 181 | d = 651 | goodJ.size() = 16 | err = 0.5027624309392265
n = 181 | d = 661 | goodJ.size() = 15 | err = 0.5303867403314917
n = 181 | d = 671 | goodJ.size() = 20 | err = 0.4861878453038674
n = 181 | d = 681 | goodJ.size() = 16 | err = 0.5580110497237569
n = 181 | d = 691 | goodJ.size() = 19 | err = 0.43646408839779005
n = 181 | d = 701 | goodJ.size() = 20 | err = 0.48066298342541436
n = 181 | d = 711 | goodJ.size() = 20 | err = 0.46961325966850825
n = 181 | d = 721 | goodJ.size() = 16 | err = 0.4585635359116022
n = 181 | d = 731 | goodJ.size() = 19 | err = 0.4917127071823204
n = 181 | d = 741 | goodJ.size() = 16 | err = 0.46408839779005523
n = 181 | d = 751 | goodJ.size() = 22 | err = 0.5580110497237569
n = 181 | d = 761 | goodJ.size() = 20 | err = 0.4917127071823204
n = 181 | d = 771 | goodJ.size() = 15 | err = 0.5303867403314917
n = 181 | d = 781 | goodJ.size() = 23 | err = 0.4861878453038674
n = 181 | d = 791 | goodJ.size() = 28 | err = 0.5082872928176796
n = 181 | d = 801 | goodJ.size() = 14 | err = 0.5469613259668508
n = 181 | d = 811 | goodJ.size() = 19 | err = 0.4861878453038674
n = 181 | d = 821 | goodJ.size() = 29 | err = 0.4917127071823204
n = 181 | d = 831 | goodJ.size() = 17 | err = 0.4198895027624309
n = 181 | d = 841 | goodJ.size() = 28 | err = 0.4585635359116022
n = 181 | d = 851 | goodJ.size() = 19 | err = 0.5580110497237569
n = 181 | d = 861 | goodJ.size() = 25 | err = 0.5193370165745856
n = 181 | d = 871 | goodJ.size() = 28 | err = 0.4917127071823204
n = 181 | d = 881 | goodJ.size() = 26 | err = 0.5193370165745856
n = 181 | d = 891 | goodJ.size() = 21 | err = 0.5359116022099447
n = 181 | d = 901 | goodJ.size() = 31 | err = 0.5303867403314917
n = 181 | d = 911 | goodJ.size() = 24 | err = 0.4143646408839779
n = 181 | d = 921 | goodJ.size() = 25 | err = 0.4917127071823204
n = 181 | d = 931 | goodJ.size() = 29 | err = 0.5580110497237569
n = 181 | d = 941 | goodJ.size() = 29 | err = 0.5469613259668508
n = 181 | d = 951 | goodJ.size() = 20 | err = 0.46408839779005523
n = 181 | d = 961 | goodJ.size() = 27 | err = 0.569060773480663
n = 181 | d = 971 | goodJ.size() = 24 | err = 0.5524861878453038
n = 181 | d = 981 | goodJ.size() = 28 | err = 0.5027624309392265
n = 181 | d = 991 | goodJ.size() = 11 | err = 0.5469613259668508
n = 191 | d = 1 | goodJ.size() = 0 | err = 0.4816753926701571
n = 191 | d = 11 | goodJ.size() = 0 | err = 0.49214659685863876
n = 191 | d = 21 | goodJ.size() = 0 | err = 0.47120418848167545
n = 191 | d = 31 | goodJ.size() = 0 | err = 0.5235602094240838
n = 191 | d = 41 | goodJ.size() = 0 | err = 0.5287958115183247
n = 191 | d = 51 | goodJ.size() = 1 | err = 0.46073298429319376
n = 191 | d = 61 | goodJ.size() = 2 | err = 0.5287958115183247
n = 191 | d = 71 | goodJ.size() = 2 | err = 0.4816753926701571
n = 191 | d = 81 | goodJ.size() = 2 | err = 0.4816753926701571
n = 191 | d = 91 | goodJ.size() = 1 | err = 0.5392670157068064
n = 191 | d = 101 | goodJ.size() = 0 | err = 0.47120418848167545
n = 191 | d = 111 | goodJ.size() = 1 | err = 0.5130890052356021
n = 191 | d = 121 | goodJ.size() = 0 | err = 0.4869109947643979
n = 191 | d = 131 | goodJ.size() = 3 | err = 0.518324607329843
n = 191 | d = 141 | goodJ.size() = 0 | err = 0.47643979057591623
n = 191 | d = 151 | goodJ.size() = 3 | err = 0.47643979057591623
n = 191 | d = 161 | goodJ.size() = 2 | err = 0.549738219895288
n = 191 | d = 171 | goodJ.size() = 3 | err = 0.4816753926701571
n = 191 | d = 181 | goodJ.size() = 4 | err = 0.4554973821989529
n = 191 | d = 191 | goodJ.size() = 1 | err = 0.4973821989528796
n = 191 | d = 201 | goodJ.size() = 1 | err = 0.5549738219895288
n = 191 | d = 211 | goodJ.size() = 3 | err = 0.4869109947643979
n = 191 | d = 221 | goodJ.size() = 9 | err = 0.5392670157068064
n = 191 | d = 231 | goodJ.size() = 7 | err = 0.5549738219895288
n = 191 | d = 241 | goodJ.size() = 2 | err = 0.4659685863874346
n = 191 | d = 251 | goodJ.size() = 5 | err = 0.5078534031413613
n = 191 | d = 261 | goodJ.size() = 7 | err = 0.5026178010471205
n = 191 | d = 271 | goodJ.size() = 4 | err = 0.5130890052356021
n = 191 | d = 281 | goodJ.size() = 6 | err = 0.43455497382198954
n = 191 | d = 291 | goodJ.size() = 2 | err = 0.49214659685863876
n = 191 | d = 301 | goodJ.size() = 12 | err = 0.5026178010471205
n = 191 | d = 311 | goodJ.size() = 7 | err = 0.5392670157068064
n = 191 | d = 321 | goodJ.size() = 6 | err = 0.518324607329843
n = 191 | d = 331 | goodJ.size() = 12 | err = 0.49214659685863876
n = 191 | d = 341 | goodJ.size() = 11 | err = 0.549738219895288
n = 191 | d = 351 | goodJ.size() = 8 | err = 0.5026178010471205
n = 191 | d = 361 | goodJ.size() = 10 | err = 0.4973821989528796
n = 191 | d = 371 | goodJ.size() = 6 | err = 0.5549738219895288
n = 191 | d = 381 | goodJ.size() = 8 | err = 0.4973821989528796
n = 191 | d = 391 | goodJ.size() = 5 | err = 0.4659685863874346
n = 191 | d = 401 | goodJ.size() = 11 | err = 0.518324607329843
n = 191 | d = 411 | goodJ.size() = 6 | err = 0.5392670157068064
n = 191 | d = 421 | goodJ.size() = 11 | err = 0.47643979057591623
n = 191 | d = 431 | goodJ.size() = 5 | err = 0.46073298429319376
n = 191 | d = 441 | goodJ.size() = 7 | err = 0.47120418848167545
n = 191 | d = 451 | goodJ.size() = 7 | err = 0.518324607329843
n = 191 | d = 461 | goodJ.size() = 12 | err = 0.5130890052356021
n = 191 | d = 471 | goodJ.size() = 14 | err = 0.4659685863874346
n = 191 | d = 481 | goodJ.size() = 4 | err = 0.4816753926701571
n = 191 | d = 491 | goodJ.size() = 12 | err = 0.5078534031413613
n = 191 | d = 501 | goodJ.size() = 8 | err = 0.4869109947643979
n = 191 | d = 511 | goodJ.size() = 17 | err = 0.4659685863874346
n = 191 | d = 521 | goodJ.size() = 9 | err = 0.5130890052356021
n = 191 | d = 531 | goodJ.size() = 7 | err = 0.49214659685863876
n = 191 | d = 541 | goodJ.size() = 9 | err = 0.35078534031413616
n = 191 | d = 551 | goodJ.size() = 13 | err = 0.44502617801047123
n = 191 | d = 561 | goodJ.size() = 12 | err = 0.4554973821989529
n = 191 | d = 571 | goodJ.size() = 15 | err = 0.4659685863874346
n = 191 | d = 581 | goodJ.size() = 17 | err = 0.5340314136125655
n = 191 | d = 591 | goodJ.size() = 9 | err = 0.4973821989528796
n = 191 | d = 601 | goodJ.size() = 11 | err = 0.4554973821989529
n = 191 | d = 611 | goodJ.size() = 15 | err = 0.518324607329843
n = 191 | d = 621 | goodJ.size() = 10 | err = 0.518324607329843
n = 191 | d = 631 | goodJ.size() = 14 | err = 0.5078534031413613
n = 191 | d = 641 | goodJ.size() = 14 | err = 0.5287958115183247
n = 191 | d = 651 | goodJ.size() = 13 | err = 0.5549738219895288
n = 191 | d = 661 | goodJ.size() = 14 | err = 0.549738219895288
n = 191 | d = 671 | goodJ.size() = 20 | err = 0.5078534031413613
n = 191 | d = 681 | goodJ.size() = 19 | err = 0.5235602094240838
n = 191 | d = 691 | goodJ.size() = 11 | err = 0.5078534031413613
n = 191 | d = 701 | goodJ.size() = 16 | err = 0.549738219895288
n = 191 | d = 711 | goodJ.size() = 15 | err = 0.49214659685863876
n = 191 | d = 721 | goodJ.size() = 18 | err = 0.5026178010471205
n = 191 | d = 731 | goodJ.size() = 19 | err = 0.5130890052356021
n = 191 | d = 741 | goodJ.size() = 15 | err = 0.4816753926701571
n = 191 | d = 751 | goodJ.size() = 22 | err = 0.5026178010471205
n = 191 | d = 761 | goodJ.size() = 19 | err = 0.4293193717277487
n = 191 | d = 771 | goodJ.size() = 15 | err = 0.4554973821989529
n = 191 | d = 781 | goodJ.size() = 15 | err = 0.4973821989528796
n = 191 | d = 791 | goodJ.size() = 27 | err = 0.5549738219895288
n = 191 | d = 801 | goodJ.size() = 18 | err = 0.42408376963350786
n = 191 | d = 811 | goodJ.size() = 9 | err = 0.5130890052356021
n = 191 | d = 821 | goodJ.size() = 20 | err = 0.4869109947643979
n = 191 | d = 831 | goodJ.size() = 15 | err = 0.518324607329843
n = 191 | d = 841 | goodJ.size() = 18 | err = 0.44502617801047123
n = 191 | d = 851 | goodJ.size() = 19 | err = 0.4816753926701571
n = 191 | d = 861 | goodJ.size() = 21 | err = 0.4869109947643979
n = 191 | d = 871 | goodJ.size() = 19 | err = 0.49214659685863876
n = 191 | d = 881 | goodJ.size() = 12 | err = 0.5287958115183247
n = 191 | d = 891 | goodJ.size() = 17 | err = 0.4554973821989529
n = 191 | d = 901 | goodJ.size() = 25 | err = 0.5026178010471205
n = 191 | d = 911 | goodJ.size() = 18 | err = 0.49214659685863876
n = 191 | d = 921 | goodJ.size() = 19 | err = 0.49214659685863876
n = 191 | d = 931 | goodJ.size() = 17 | err = 0.4869109947643979
n = 191 | d = 941 | goodJ.size() = 21 | err = 0.5287958115183247
n = 191 | d = 951 | goodJ.size() = 17 | err = 0.47120418848167545
n = 191 | d = 961 | goodJ.size() = 26 | err = 0.4659685863874346
n = 191 | d = 971 | goodJ.size() = 13 | err = 0.47120418848167545
n = 191 | d = 981 | goodJ.size() = 20 | err = 0.5287958115183247
n = 191 | d = 991 | goodJ.size() = 21 | err = 0.4973821989528796
n = 201 | d = 1 | goodJ.size() = 0 | err = 0.5074626865671642
n = 201 | d = 11 | goodJ.size() = 1 | err = 0.5024875621890548
n = 201 | d = 21 | goodJ.size() = 0 | err = 0.5373134328358209
n = 201 | d = 31 | goodJ.size() = 0 | err = 0.4825870646766169
n = 201 | d = 41 | goodJ.size() = 0 | err = 0.527363184079602
n = 201 | d = 51 | goodJ.size() = 1 | err = 0.43283582089552236
n = 201 | d = 61 | goodJ.size() = 2 | err = 0.4975124378109453
n = 201 | d = 71 | goodJ.size() = 2 | err = 0.5024875621890548
n = 201 | d = 81 | goodJ.size() = 2 | err = 0.5771144278606966
n = 201 | d = 91 | goodJ.size() = 6 | err = 0.527363184079602
